dbid,title,age,text,lemmatized
8830, cor,10,es com una cel·lula,ser com un cèl·lula .
8831, espantar-se,10,Quan algú t'espanta,quan algú tu espantar .
8832, infantil,10,es una persona que es molt petita,ser un persona que ser molt petit .
2858, cor,11,muscul arrodonit que bombeja sang,múscul arrodonit que bombejar sang .
2859, espantar-se,11,(Acció que),( acció que ) .
2860, infantil,11,persona petita,persona petit .
6275, familiar,14,persona amb la qual un comparteix part de sang,persona amb el qual un compartir part de sang .
6276, illa,14,"part de terra envoltada d'aiga, que surt a la superficie","part de terra envoltat de aigua , que sortir a el superfície ."
6277, transformar,14,canvia algú o alguna cosa,canviar algú o algun cosa .
5495, intel·ligent,15,"persona amb molta facilitat, apacitat, per tenir ús coherent alhora d'aplicar coneixements.","persona amb molt facilitat , capacitat , per tenir ús coherent alhora de aplicar coneixement ."
5496, pensar,15,Acció de reflexió interior sobre un tome o una cosa.,acció de reflexió interior sobre un tema o un cosa .
5497, univers,15,"infinit. compost per: astres, planetes, galàxies i altres cosos celestes.","infinit . compondre per : astre , planeta , galàxia i altre cos celeste ."
848, comptar,8,que vas comptar de un numero asta un altra,que anar comptar de un número hasta un altre .
849, estrany,8,que un senyor/a que fas coses estranyes,que un senyor/a que fer cosa estranya .
850, pau,8,es quant a on estas la gent es molt tranquila i no fan malifetes,ser quan a on estar el gent ser molt tranquil i no fer malifeta .
859, badar,8,que no sap si o a fet be / o a dit be,que no saber si ho haver fer bé / ho haver dir bé .
860, llunyà,8,que eta molt llunll,que estar molt lluny .
1663, intel·ligent,7,es un nen mol pensat,ser un nen molt pensar .
1664, pensar,7,es una cosa ce asta al cap,ser un cosa que estar al cap .
1665, univers,7,es un planeta,ser un planeta .
1058, fugir,11,ANARSEN D'ALGUN JOC,anar ell en de algun lloc .
1059, pesat,11,"PERSONA QUE, NO PARA D'INSISTIR D'ALGUNA COSA","persona que , no parar de insistir de algun cosa ."
1060, volcà,11,ROCA PENA DEFOC QUE ESPLOTA,roca ple de foc que explotar .
1653, bo,7,amapla,amable .
1654, convèncer,7,un diu una cosa i un altre diu an altre cos i el fin al as deisideixen,un dir un cosa i un altre dir un altre cosa i el final ell decidir .
1655, mestre,7,ansenia,ensenyar .
5270, construir,11,muntar alguna cosa,muntar algun cosa .
5271, fastigós,11,alguna cosa asquerosa,algun cosa asquerós .
5272, telescopi,11,objecte per mirar les estrelles,objecte per mirar el estrella .
1888, continent,,"Un continent es una costa de Terra on hi viu genthi an paissos, ciutats, pobles, Llogarrers, i masies.","un continent ser un costa de terra on hi viure gent hi haver país , ciutat , poble , llogarret , i masia ."
1889, culpable,,Un culpable es quan una persona fa mal a alguna persona o be molesta a alguna persona o els hi fa alguna cosa que no els hi agrada,un culpable ser quan un persona fer mal a algun persona o_bé molestar a algun persona o ell hi fer algun cosa que no ell hi agradar .
1890, inventar,,Quan alguna persona inventa algu la gent li diu inventor.,quan algun persona inventar algo el gent ell dir inventor .
8215, bo,15,caracterista polsitiva,característica positiu .
8217, mestre,15,"persona que ensenya a altres 
persones els seus coneixements en una 
escola o universitat",persona que ensenyar a altre persona el seu coneixement en un escola o universitat .
6745, complicat,11,es molt dificil,ser molt difícil .
6746, estimar,11,tagrada una persona,tu agradar un persona .
6747, microscopi,11,per mirar coses petites,per mirar cosa petit .
22, atrevir-se,10,se valent,ser valent .
23, cervell,10,el servell serveix per pensar,el cervell servir per pensar .
24, impressionant,10,quedarse vadan per una cosa,quedar-se badar per un cosa .
5841, cor,13,"El cor és un aparell circulatori 
Es l'aparell que dona vida al cos.",el cor ser un aparell circulatori . ser el aparell que donar vida al cos .
5842, espantar-se,13,Espantar-se és una reacció que té la gent quant li passa algu que no s'esperava.,espantar ell ser un reacció que tenir el gent quan ell passar algo que no ell esperar .
5843, infantil,13,Infantil són aquelles persones que es comporten com nens petits.,infantil ser aquell persona que ell comportar com nen petit .
8725, amagar,15,posar una cosa en un lloc diferent on no sab ningú on esta.,posar un cosa en un lloc diferent on no saber ningú on estar .
8726, indígena,15,gent que viu al bosc i no té cultura.,gent que viure al bosc i no tenir cultura .
8727, lleig,15,persona que no té vellesa i que no está amb ningú,persona que no tenir bellesa i que no estar amb ningú .
2883, fugir,11,sortir corrents quant tens un problema,sortir córrer quan tens un problema .
2884, pesat,11,"1- Persona que esta repetint una paraula constantment
2- Material o objecte que pesa molt.",1 - persona que estar repetir un paraula constantment . 2 - material o objecte que pesar molt .
2885, volcà,11,un crater que te un forat a dalt i que quan entra en erupcio 1r surt lava,un cràter que tenir un forat a dalt i que quan entrar en erupció 1r sortir lava .
3436, bo,14,Persona que fa bones accións.,persona que fer bo acció .
3437, convèncer,14,Intentar que algú es cregui algo que li has dit o explicat.,intentar que algú ell creure algo que ell haver dir o explicar .
3438, mestre,14,Persona que ensenya una materia als seus alumnes,persona que ensenyar un matèria al seu alumne .
6065, arribar,14,La paraula arribar vol dir quan una persona ha quedat o ha danar a algun lloc quan ja esta aih la persona que a quedat vol dir que ja ha arribat i que ja esta aqui,el paraula arribar voler dir quan un persona haver quedar o haver de anar a algun lloc quan ja estar allí el persona que haver quedar voler dir que ja haver arribar i que ja estar aquí .
6066, avorrit,14,una persona aburrida es una persona que no te ganes de fer res ni de escoltar a ningu que nomes bol esta en un lloc i no moures balla,un persona avorrit ser un persona que no tenir gana de fer res ni de escoltar a ningú que només voler estar en un lloc i no moure es de allà .
6067, polític,14,un politic es una persona que creu i defensa la seva opinio personal i que fa el que pugis en poder-ho defesar.,un polític ser un persona que creure i defensar el_seu opinió personal i que fer el que poder en poder ho defensar .
5130, arribar,11,Anar a algun lloc,anar a algun lloc .
5131, avorrit,11,Sense saber que fer,sense saber que fer .
5132, polític,11,Gwnt que discuteix per que vol governar i portar la contraria a l'oposició.,gent que discutir per _ que voler governar i portar el contrari a el oposició .
5500, arribar,15,"verb intransitiu o ransitiu imperfecte. Es refereix al fet d'aconseguir un destí, una meta...","verb intransitiu o transitiu imperfecte . ell referir al fer de aconseguir un destí , un meta ..."
5501, avorrit,15,adjectiu masculí calificatiu. Es refereix a una persona o fet que no motiva.,adjectiu masculí qualificatiu . ell referir a un persona o fet que no motivar .
5502, polític,15,"nom masculí singular. Persona relacionada amb la política, que aplica la política o que treballa en el món de la política.","nom masculí singular . persona relacionat amb el política , que aplicar el política o que treballar en el món de el política ."
2138, enganyar,11,Fes que una persona cregui una cosa que no es,fer que un persona creure un cosa que no ser .
2139, espatllat,11,Fer que una cosa no funcioni exemple: Avui he espatllat el rellotge de la cuina.,fer que un cosa no funcionar exemple : avui haver espatllar el rellotge de el cuina .
2140, microscopi,11,Aparell per veure objectes petits.,aparell per veure objecte petit .
10603, estrany,5,AIIA,.
10607, cor,5,"EUNACONAM
UPAP
CPC",.
10608, espantar-se,5,flel *,.
5115, intel·ligent,12,una persona que sap resoldre els problemes tan de mates com de la vida cuotidiana,un persona que saber resoldre el problema tant de mates com de el vida quotidià .
5116, pensar,12,meditar. Estar intentant saber que pot ser una cosa.,meditar . estar intentar saber que poder ser un cosa .
5117, univers,12,És l'espai en el que estem (tot el mon) els planetes les galàxies les constelacions...,ser el espai en el que estar ( tot el mon ) el planeta el galàxia el constel·lació ...
11758, consultar,12,"Consultar vol dir parlar amb algu
de alguna cosa que no estas dacord.",consultar voler dir parlar amb algú de algun cosa que no estar de acord .
11759, metàl·lic,12,Metàl·lic es ferro,metàl·lic ser ferro .
11760, vacuna,12,"La vacuna es una indeccio
per que no et entri la baricela, etc...","el vacuna ser un injecció per que no tu entrar el varicel·la , etcètera . ."
8295, llegir,15,"es quan llegeixes que tens que entendre el
que pas.
conjunt de lletres unides que té significats.",ser quan llegir que tenir que entendre el que passar . conjunt de lletra unir que tenir significat .
8296, mapa,15,"un mapa és el que mostra com es la tera
quants paisos hi ha y ciutats on ***den el
continents........",un mapa ser el que mostrar com ser el terra quant país hi haver i ciutat on el continent ... ... . .
8297, minúscul,15,es de tamany petit,ser de tamany petit .
8381, pesat,14,"Es una persona que parla molt, i té esta molestan.","ser un persona que parlar molt , i tu estar molestar ."
7224, complicat,12,Algu que esta difisil,algo que estar difícil .
7225, espia,12,"Gent que ve el que fa altre
persona",gent que veure el que fer altre persona .
7226, estudiar,12,Llegir i repasar el que em aprent,llegir i repassar el que haver aprendre .
6770, complicat,11,"complicat, es una paraula que no es pot entendra","complicar , ser un paraula que no ell poder entendre ."
6771, estimar,11,"Estimar, es pot dir de moltes maneres pero una delles es amar una persona","estimar , ell poder dir de molt manera però un de ell ser amar un persona ."
6772, microscopi,11,El miscroscopi es per on hu veus tot petit i reduit,el miscroscopi ser per on ho veure tot petit i reduït .
6510, llegir,16,Acció de mirar els signes descriture i les paraules per tal dobtenir una informació.,acció de mirar el signe de escritura i el paraula per_tal_de obtenir un informació .
6511, mapa,16,Representació d'un lloc molt gran 3d e un paper o lloc on es pugui distinguir en 2d.,representació de un lloc molt gran tres_dimensions en un paper o lloc on es poder distinguir en dos_dimensions .
6512, minúscul,16,"Adjectiu que nomena un Objecte, persona... que es molt, molt petit.","adjectiu que nomenar un objecte , persona ... que ser molt , molt petit ."
6005, familiar,13,una persona de la familia s'anomena també familiar.,un persona de ell família ell anomenar també familiar .
6006, illa,13,petit terreny de terra envoltat per aigua,petit terreny de terra envoltar per aigua .
6007, transformar,13,canviar una cosa per un altre.,canviar un cosa per un altre .
4850, familiar,12,Es una persona que es preocupa per tu i et cuida. I que tambe et preocupes per ella.,ser un persona que ell preocupar per tu i tu cuidar . i que també tu preocupar per ell .
4851, illa,12,"Una Illa, es com un pais o ciutat molt petit emboltat per mar.","un illa , ser com un país o ciutat molt petit envoltar per mar ."
4852, transformar,12,"Es cuan una cosa o persona cmabia, sense deixar de ser el mateix.","ser quan un cosa o persona canviar , sense deixar de ser el mateix ."
2083, microbi,11,"1, es un aquer.
2. li dius microbi a un nen quan es petit","1 , ser un . 2 . ell dir microbi a un nen quan ser petit ."
2084, traduir,11,Tradueixes un idiome a un altre per exemple: Englés i català,traduir un idioma a un altre per_exemple : anglès i català .
2085, vergonyós,11,És un apersona que té po a dir les coses.,ser un persona que tenir por a dir el cosa .
2033, intel·ligent,11,Persona que pensa.,persona que pensar .
2034, pensar,11,"Recordar, vigilar, etc.","recordar , vigilar , etcètera"
2035, univers,11,"Espall inmens que hi ha més d'un planeta: Jupiter, plutó, terra, etc.","espai immens que hi haver més de un planeta : júpiter , plutó , terra , etcètera"
1258, enyorar,11,Trobar a faltar una persona animal o cosa,trobar_a_faltar un persona animal o cosa .
1259, il·legal,11,No es legal. No està permes.,no ser legal . no estar permès .
1260, península,11,Terreny on esta tot emboltat d'aigua menys una part. En aquest cas d'Espanya està enganshat a frança,terreny on estar tot envoltat de aigua menys un part . en aquest cas de espanya estar enganxat a França .
11228, àrab,9,es una llengua,ser un llengua .
11229, badar,9,que esta caminant,que estar caminar .
11230, llunyà,9,que esta lluny,que estar lluny .
8055, continent,13,"conjunt de mar y terra
que forme un continent",conjunt de mar y terra que formar un continent .
8056, culpable,13,"persona que fa algune cose que desmes 
s'arrepenteix",persona que fer algun cosa que després ell arrepentir .
8057, inventar,13,persona que inventa coses noves.,persona que inventar cosa nou .
7704, enganyar,12,"Dir alguna cosa que no es certa per, (en alguns casos) no ferir els sentiments d'un altre.","dir algun cosa que no ser cert per , ( en algun cas ) no ferir el sentiment de un altre ."
7705, espatllat,12,Alguna cosa que ha quedat inservible per que no fa les seves***** correctament!,algun cosa que haver quedar inservible perquè no fer el_seu correctament !
7706, microscopi,12,"Aparell que serveix per a veure petites coses com microorganismes, cel·lules etc.","aparell que servir per a veure petit cosa com microorganisme , cèl·lules etcètera"
6805, complicat,12,Cosa dificil de fer,cosa difícil de fer .
6806, estimar,12,Apreciar a una altre persona,apreciar a un altre persona .
6807, microscopi,12,Aparell que serbeix per veure coses petites,aparell que servir per veure cosa petit .
7462, bacteri,14,es microorganisme molt petit,ser microorganisme molt petit .
7463, nadalenc,14,es el nadal,ser el nadal .
7464, tornar,14,anar a un lloc on hi ha i avies estat,anar a un lloc on ja hi haver ser .
2713, comptar,10,Que comptes amb alguna persona per algo,que comptar amb algun persona per algo .
2714, estrany,10,Que una persona es molt estranya,que un persona ser molt estrany .
2715, pau,10,Que no i agi guerres ni res que hi agi pau,que no hi haver guerra ni res que hi haver pau .
9359, cor,15,un organ que bombeja sang,un òrgan que bombejar sang .
9360, espantar-se,15,que algu s'espanta,que algú ell espantar .
9361, infantil,15,algu que fa infantilades,algú que fer infantilada .
9709, complicat,13,Algo que es molt dificil i no tensurtes a la primera,algo que ser molt difícil i no tu en sortir a el primer .
9710, estimar,13,Bole comprendre i se simpatic amb la noia que t'agrada.,voler comprendre i ser simpàtic amb el noia que tu agradar .
9711, microscopi,13,"Utensili per beure cosses molt petites gracies al sevas potent lupa
o enfocs que te.",utensili per veure cosa molt petit gràcies_al seu potent lupa o enfocament que tenir .
5045, amagar,11,ocultar alguna cosa (treuresela de vista).,ocultar algun cosa ( treure ell ell de vista ) .
5046, indígena,11,eser del espai difarent als homans i animals dunaltre galaxie amb mes capacitat de pensar o mengs.,ésser del espai diferent al humà i animal de un altre galàxia amb més capacitat de pensar o menys .
5047, lleig,11,persona fea.,persona feo .
390, estimar,10,que es quan estas anamurat d'algu o ala teva familia.,que ser quan estar enamorat de algú o a el_teu familia .
391, gent gran,10,"que son persones que ja son adultes es a di que traballan, tenen fill, etc.","que ser persona que ja ser adult és_a_dir que treballar , tenir fill , etcètera"
392, ximple,10,Una persona que es uan mica tunteta,un persona que ser un mica tontet .
1993, atrevir-se,11,fer una cosa que tens por o vargona,fer un cosa que tenir por o vergonya .
1994, cervell,11,Par de el cos amb la que es dona ordres al a la resta del cos,part de el cos amb el que es donar ordre al a el resta del cos .
1995, impressionant,11,Accio de estar sorpres,acció de estar sorprès .
1093, microbi,10,Es un insecte diminut que es molt petit,ser un insecte diminut que ser molt petit .
1094, traduir,10,Es pot raduir una paraula que esta en angles per traduir la en catala,es poder traduir un paraula que estar en anglès per traduir ell en català .
1095, vergonyós,10,es una persona quete vergonya de algo o de algu.,ser un persona que tenir vergonya de algo o de algú .
11343, enyorar,10,Que enyorasa la teba familia...,que enyorar a el_teu família ...
11344, il·legal,10,que algu es ilegal,que algo ser il·legal .
11358, consultar,9,"es el medico on entren ves
Veuran nusaltres com estem.",ser el médico on entrar anar veure jo com estar .
11359, metàl·lic,9,es un material,ser un material .
11360, vacuna,9,"Te tenen que vacuna Si te nen 
Elguna enfermeda. Agafen un llirindilla 
et pitanm al Vras...",tu tenir que vacunar si tenir algun enfermedad . agafar un jeringuilla tu al braç ...
11313, construir,10,els paletes construen cases per exemple Fabriques,el paleta construir casa per_exemple fàbrica .
11315, telescopi,10,que pot veure tot lo del univers,que poder veure tot el del univers .
11333, cor,10,Part del cos que esta al costat esquere,part del cos que estar al costat esquerre .
11334, espantar-se,10,"La reaccio et quedes amb la boca oberta
i molt espantat",el reacció tu quedar amb el boca obert i molt espantar .
11335, infantil,10,ex: es de talla infantil,exemple : ser de talla infantil .
10452, construir,13,Construir vol dir que les coses o materials que tinguin unirlos per tenir una unitat.,construir voler_dir que el cosa o material que tenir unir ell per tenir un unitat .
10453, fastigós,13,Cosa o esser viu despreciable.,cosa o ésser viu despreciable .
10454, telescopi,13,Objecte que es pot fer servir per beure desde a prop les coses o plantes atres ... del espai.,objecte que es poder fer_servir per veure des_de a_prop el cosa o planta altre ... del espai .
11353, atrevir-se,9,"es que una persona no te
vergonya",ser que un persona no tenir vergonya .
11354, cervell,9,Una part del cos qu pensa,un part del cos que pensar .
11355, impressionant,9,"una cosa sorprenent que
deixa la boca oberta",un cosa sorprenent que deixar el boca obert .
11145, fugir,9,"es amagar-te de algu, o correr
molt perque no t'atrapi","ser amagar tu de algú , o córrer molt perquè no tu atrapar ."
11146, pesat,9,"que una persona es pesada, es
que t'esta tota l'estona al darrere","que un persona ser pesat , ser que tu estar tot el estona al darrere ."
11147, volcà,9,"es una muntanya de foc
molt calent i te una pedra que
fa que exploti",ser un muntanya de foc molt calent i tenir un pedra que fer que explotar .
10322, fugir,12,Anar-se'n d'un lloc sense avisar per qualsevol motiu.,anar ell en de un lloc sense avisar per qualsevol motiu .
10323, pesat,12,Persona que n para d'empipar a una altre per qualsevol motiu.,persona que no parar de empipar a un altre per qualsevol motiu .
10324, volcà,12,"Fenómen natural, que és produeix a la muntanya, i que quan erosiona expulsa un líquid cremant de color vermell, anomenat lava.","fenomen natural , que es produir a el muntanya , i que quan erosionar expulsar un líquid cremar de color vermell , anomenat lava ."
11348, familiar,11,molta familia,molt família .
11349, illa,11,Qa vingant per el mar,que venir per el mar .
11350, transformar,11,fer cases,fer casa .
11338, àrab,9,Es un idioma,ser un idioma .
11339, badar,9,Es quan tens son,ser quan tenir son .
11340, llunyà,9,Es un pais llunyà,ser un país llunyà .
10447, amagar,12,"Guardar un objecte, persona... (algo que sigui important per algú)","guardar un objecte , persona ... ( algo que ser important per algú ) ."
10448, indígena,12,Persona que està sola.,persona que estar sol .
10449, lleig,12,Persona de aspecte o caracter dolent.,persona de aspecte o caràcter dolent .
11270, tornar,9,venir de un lloc,venir de un lloc .
10297, àrab,13,Idioma de l'Aràbia. S'escriu de dreta a esquerra.,idioma de el aràbia . es escriure de dreta a esquerra .
10298, badar,13,No voler fer uan cosa. Qué et faci mandra.,no voler fer un cosa . que tu fer mandra .
10299, llunyà,13,"Qué és lluny, cartrón d'aprop.","que ser lluny , de a_prop ."
11379, culpable,9,Ser culpable per exemple d'aver matat a la germana de la Vice presidenta.,ser culpable per_exemple de haver matar a el germana de el vicepresidenta .
11380, inventar,9,Que tu per exemple: inventas una cosa com Thomas Alva Edison i algun non va descubrir el oceano pacífico però no ho va inventar.,que tu per_exemple : inventar un cosa com thomas_alva_edison i algun noi anar descobrir el océano pacífico però no ho anar inventar .
10247, àrab,14,"Persona de raça arabica de la arabia saudita, son morens.","persona de raça aràbic de el aràbia_saudita , ser morè ."
10248, badar,14,No empanar-se de res,no empanar ell de res .
10249, llunyà,14,"Que es lluny, fora d'alcanç","que ser lluny , fora de abast ."
11888, arribar,11,benir dun lloc i arribar a un altre,venir de un lloc i arribar a un altre .
11889, avorrit,11,"que no fa res i no sap que fer, que esta sol","que no fer res i no saber que fer , que estar sol ."
11971, cor,7,una part del cos,un part del cos
11972, espantar-se,7,que at fa tremular,que tu fer tremolar .
11973, infantil,7,un nen patit,un nen petit .
11753, àrab,12,"Persona d'un païss situat
al africa",persona de un país situat al àfrica .
11754, badar,12,Que esta despistat,que estar despistat .
11755, llunyà,12,Que esta molt lluny.,que estar molt lluny .
11858, amagar,11,que et mages per jugar ex,que tu amagar per jugar exemple
11860, lleig,11,un llibre que es lleig,un llibre que ser lleig .
11733, bo,12,Bo que es molt cimpatic i molt bo.,bo que ser molt simpàtic i molt bo .
11734, convèncer,12,"Acer que no quieres i que aserte
que si.",hacer que no querer y que hacer tú que sí .
11735, mestre,12,"La profesora que tenim que fer
moltisin cas. I respertarla.",el professora que tenir que fer molt cas . i respectar ell .
11893, fugir,12,fer algo i fugir corrents,fer algo i fugir córrer .
11894, pesat,12,insistir en una cosa quan et diuen que no,insistir en un cosa quan tu dir que no .
11895, volcà,12,montanya amb un forat a dalt per on surt la lava,muntanya amb un forat a dalt per on sortir el lava .
11951, fugir,,Fugir es espacarse,fugir ser escapar ell .
11952, pesat,,Pesat es que no pares de molestar,pesat ser que no parar de molestar .
11953, volcà,,El volca es que per un furat treu foc,el volcà ser que per un forat treure foc .
11878, complicat,12,es alguna cosa que et pot sortir pero que costa,ser algun cosa que tu poder sortir però que costar .
11879, espia,12,espia es un noi/a esta darrera d'una paret i mira a un altra noia,espia ser un noi/a estar darrera de un paret i mirar a un altre noia .
11880, estudiar,12,estudia es cuan tens un examen agafes el llibre i comenses a llegir,estudiar ser quan tenir un examen agafar el llibre i començar a llegir .
11628, llegir,11,Agafar un conte i mirar-lo,agafar un conte i mirar ell .
11629, mapa,11,"Un full gran, ple de països","un full gran , ple de país ."
11630, minúscul,11,Vol dir que ets petit d'alçada.,voler dir que ser petit de alçada .
11883, imaginar,11,es diu imaginar que vol dir que et imagines coses. Per exemple: coneixer alguna persona important,es dir imaginar que voler dir que tu imaginar cosa . per_exemple : conèixer algun persona important .
11884, innocent,11,es una persona que no ha fet res,ser un persona que no haver fer res .
11885, turó,11,es una muntanya petita,ser un muntanya petit .
11926, imaginar,8,pensa una cosa.,pensar un cosa .
11927, innocent,8,se una persona bona,ser un persona bo .
11921, enganyar,8,es una cosa que no es beritat.,ser un cosa que no ser veritat .
11922, espatllat,8,es cua no funsiona,ser quan no funcionar .
11923, microscopi,8,es una cosa que pots mira coses petites,ser un cosa que poder mirar cosa petit .
11961, construir,8,fer cases i pisos,fer casa i pis .
11962, fastigós,8,es una menja que no tagrada,ser un menjar que no tu agradar .
11963, telescopi,8,per mirar els palanetes de aprop,per mirar el planeta de a_prop .
11773, àrab,0,"Una persona mosulmana que és d'un
país, per exemple del Marroc.","un persona musulmà que ser de un país , per_exemple del Marroc ."
11774, badar,0,"Una persona que no està atenta en
lo que ha de fer, a lo que ha demirar i 
mira, o fa una altra cosa que no és
la correcta","un persona que no estar atent en el que haver de fer , a el que haver de mirar i mirar , o fer un altre cosa que no ser el correcte ."
11775, llunyà,0,Una cosa que està molt lluny d'on estem nosaltres.,un cosa que estar molt lluny de on estar jo .
11568, canviar,11,"donar a algú una cosa i que ell at doni
una altra a canvi.",donar a algú un cosa i que ell tu donar un altre a canvi .
11569, divertit,11,"SIN. Gracios, una persona que fa riure o pasar una bona
estona a la gent, com un PALLASO","sinònim . graciós , un persona que fer riure o passar un bo estona a el gent , com un pallasso ."
11570, helicòpter,11,Veicle volador més petit que un avió.,vehicle volador més petit que un avió .
11981, atrevir-se,7,Soc Atrevit a guanyar...,ser atrevit a guanyar ...
11982, cervell,7,Servei per pensar.,servir per pensar .
11983, impressionant,7,ooOO...,oh ...
11673, canviar,12,"Es una persona que abans era bona 
i ara no.",ser un persona que abans ser bo i ara no .
11674, divertit,12,"Per exemple: Que aquet joc es molt
Divertit",per_exemple : que aquest joc ser molt divertit .
11675, helicòpter,12,"Es una cosa que vola per el cel
i aixo serveix per apagar el foc.",ser un cosa que volar per el cel i això servir per apagar el foc .
11903, construir,12,"Accio de fer cases, fer de paleta, fer pobles...","acció de fer casa , fer de paleta , fer poble ..."
11904, fastigós,12,"cosa que no t'agrada, que tens por o panic","cosa que no tu agradar , que tenir por o pànic ."
11905, telescopi,12,cosa que serveix per veure els astres estrelles o constelacions. Per on és veu es per un tub gran,cosa que servir per veure el astre estrella o constel·lació . per on es veure ser per un tub gran .
11916, bo,8,Es alguna cosa que tagrada molt.,ser algun cosa que tu agradar molt .
11917, convèncer,8,Es alguna cosa que tagrada o tambe es que bols bindre alguna part que tagrada.,ser algun cosa que tu agradar o també ser que voler vindre algun part que tu agradar .
11918, mestre,8,Els mestres traballan per nosaltres.,el mestre treballar per jo .
7724, consultar,13,"una persona te' qualsevol dubte acudeix a un altre a veure si ha pot explicar per que aveure si ha pot entendre. Es pot consultar a : enciclopedies, persanes, diccionaris...","un persona tenir ' qualsevol dubte acudir a un altre a veure si ho poder explicar per que a veure si ho poder entendre . es poder consultar a : enciclopèdia , persona , diccionari ..."
7725, metàl·lic,13,"alguna cosa en la qual sol pesar, i els i mants es solem pegar a ell.","algun cosa en el qual soler pesar , i el imant ell soler pegar a ell ."
7726, vacuna,13,una mena d'agulla que te la injecten i a trave's de la sang fa que no ens entrin vactoris al nostre cos.,un mena de agulla que tu ell injectar i a_través_de el sang fer que no jo entrar bacteri al nostre cos .
8305, microbi,14,Insecte que afecta.,insecte que afectar .
8306, traduir,14,"D'espanyol a angles, a frances, alemany,
arab","de espanyol a anglès , a francès , alemany , àrab ."
8307, vergonyós,14,"Persona que li fa por dir alguna
cosa, per no d'avergonyir-se.","persona que ell fer por dir algun cosa , per no de avergonyir ell ."
8251, nadalenc,15,Es una persona.....,ser un persona ... . .
8252, tornar,15,"Es cuan una persona buelve al lugar
de donde salia",ser quan un persona volver al lugar de donde salir .
7714, microbi,12,és una espècie molt petita que es considera com a bacteria.,ser un espècie molt petit que es considerar com a bacteri .
7715, traduir,12,es parlari a un altra el idioma que no hi sap.,ser parlar hi a un altre el idioma que no hi saber .
7716, vergonyós,12,que te' vergonya.,que tenir ' vergonya .
7734, estimar,14,"Voler a algú, que sen't un sentiment molt fort.","voler a algú , que sentir un sentiment molt fort ."
7735, gent gran,14,Persona de la segona edat.,persona de el segon edat .
7945, bo,12,"una cosa que te un gust agradable, o un nen agradable","un cosa que tenir un gust agradable , o un nen agradable ."
7946, convèncer,12,fer que algun nen la fas el que tu vulguis,fer que algun nen ell fer el que tu voler .
7947, mestre,12,"Profesor avorrit, que alegre que mai ha rigut un noi jove.","professor avorrit , que alegre que mai haver riure un noi jove ."
7684, enyorar,14,"Cuan no fers aprop algo que t'estimes, tens el sentimen d'enyorança.","quan no tenir a_prop algo que tu estimar , tenir el sentiment de enyorança ."
7685, il·legal,14,Algo que no està permés per la llei.,algo que no estar permetre per el llei .
7686, península,14,"Un gran tros de terra que està emboltat d'aigu, esepte per un costat, que està pegat a un continent.","un gran tros de terra que estar envoltar de aigua , excepte per un costat , que estar pegat a un continent ."
7925, continent,12,Es un conjunt de paisos i en aquest planeta n'hi ha 6.,ser un conjunt de país i en aquest planeta en hi haver 6 .
7926, culpable,12,És una persona que ha fet alguna cosa però no ha vol admetre.,ser un persona que haver fer algun cosa però no ho voler admetre .
7927, inventar,12,És un sinonim de Imaginar.,ser un sinònim de imaginar .
8150, construir,14,Fer una cosa amb instruments,fer un cosa amb instrument .
8151, fastigós,14,alguna cosa fastidiosa,algun cosa fastigós .
8152, telescopi,14,"instrument que serveix per
mirar el espacio",instrument que servir per mirar el espacio .
7890, comptar,13,comptar amb numeros o comptar amb algú per a alguna excursió,comptar amb número o comptar amb algú per a algun excursió .
7891, estrany,13,Desconegut.,desconegut .
7892, pau,13,"Igualtat, que no hi hagi guerra i que no es discrimini a la gent magribís ni de ningun.","igualtat , que no hi haver guerra i que no es discriminar a el gent magribí ni de ningun ."
7764, enganyar,12,Mentir.,mentir .
7765, espatllat,12,"Trencat, que nova.","trencat , que no anar ."
7766, microscopi,12,Objecte que serveix veure coses molt petitas.,objecte que servir veure cosa molt petit .
7941, il·legal,12,fer una cosa que no pots agafar a fer.,fer un cosa que no poder agafar o fer .
7942, península,12,Tros de terra envoltada d'aigua per tots els costals.,tros de terra envoltat de aigua per tot el costal .
8075, bo,,"Es una persona que te, bo a alguna cosa","ser un persona que tenir , bo a algun cosa ."
8077, mestre,,"Es una persona que ensenya i explica a les demés
joves que recién estan aprenent.",ser un persona que ensenyar i explicar a el demés jove que recién estar aprendre .
7885, enganyar,12,accio de dir cua cose a una persona pero en letal fer una altrecosa.,acció de dir cosa a un persona però en_realitat fer un altre cosa .
7886, espatllat,12,"cu an ara cosa no la perque l'an ""espallat""",quan ara cosa no el perquè ell haver ' espatllat ' .
7887, microscopi,12,"aparell, que permet beure un objecte minuscul en gran dimensio","aparell , que permetre veure un objecte minúscul en gran dimensió ."
7729, complicat,12,"difícil, que no és fàcil ni simple, que et costa de fer. a vegades diu que una cose e's per no ha ver de fer-la","difícil , que no ser fàcil ni simple , que tu costar de fer . a vegada dir que un cosa ser per no haver de fer ell ."
7730, espia,12,"persona, que es dedica a investigar lguna cosa o persona, o que simpleme ho fa un cop, el fet fa la persona.","persona , que ell dedicar a investigar algun cosa o persona , o que simplement ho fer un cop , el fet fer el persona ."
7731, estudiar,12,"repassar varies vegades una cosa fins a saber-la, per aun exemen, pro va o control.","repassar vari vegada un cosa fins_a saber ell , per a un examen , prova o control ."
